Team,Competition,Name,DoB,Age,Nationality,MOP
PERSITA,BRI SUPER LEAGUE 2025-26,TAMIRLAN KOZUBAEV,7/1/94,31,Kyrgyz Republic,3041
PERSITA,BRI SUPER LEAGUE 2025-26,ZALNANDO,12/25/96,29,Indonesia,876
PERSITA,BRI SUPER LEAGUE 2025-26,AEP NURSOFYAN,3/12/06,20,Indonesia,49
PERSITA,BRI SUPER LEAGUE 2025-26,M. ZULFAN DJIAULHAQ MUKTI,12/9/06,19,Indonesia,587
PERSITA,BRI SUPER LEAGUE 2025-26,AHMAD FAHD ALCHOIR,12/16/03,22,Indonesia,232
PERSITA,BRI SUPER LEAGUE 2025-26,ANDREAN BENYAMIN RINDORINDO,5/2/04,22,Indonesia,68
PERSITA,BRI SUPER LEAGUE 2025-26,ANDRIANO SAPUTRA,3/3/04,22,Indonesia,211
PERSITA,BRI SUPER LEAGUE 2025-26,COIS ARTOMORO RAYA,4/2/03,23,Indonesia,0
PERSITA,BRI SUPER LEAGUE 2025-26,DAFIQ FIRDAUS,4/28/04,22,Indonesia,0
PERSITA,BRI SUPER LEAGUE 2025-26,EVAN .A. TUHUTERU,7/9/06,19,Indonesia,45
PERSITA,BRI SUPER LEAGUE 2025-26,HOKKY CARAKA BINTANG BRILLIANT,8/21/04,21,Indonesia,1864
PERSITA,BRI SUPER LEAGUE 2025-26,RAFI PAMUNGKAS,7/31/05,20,Indonesia,0
PERSITA,BRI SUPER LEAGUE 2025-26,RIZWAN HAIKAL,4/16/04,22,Indonesia,0
PERSITA,BRI SUPER LEAGUE 2025-26,YARDAN YAFI,3/25/04,22,Indonesia,0
PSBS BIAK,BRI SUPER LEAGUE 2025-26,ALDO GERALDO MANUEL MONTEIRO,11/30/94,31,Portugal,2180
PSBS BIAK,BRI SUPER LEAGUE 2025-26,ANDIKA WISNU PRADIPTA,3/18/97,29,Indonesia,110
PSBS BIAK,BRI SUPER LEAGUE 2025-26,ARIF BUDIYONO,2/26/93,33,Indonesia,904
PSBS BIAK,BRI SUPER LEAGUE 2025-26,ARJUNA AGUNG,6/24/03,22,Indonesia,1124
PSBS BIAK,BRI SUPER LEAGUE 2025-26,CLAUDIO LUCAS MORAIS FERREIRA DOS SANTOS,4/22/97,29,Brasil,2695
PSBS BIAK,BRI SUPER LEAGUE 2025-26,DIMAS GALIH PRATAMA,11/23/92,33,Indonesia,680
PSBS BIAK,BRI SUPER LEAGUE 2025-26,EDUARDO MIGUEL RAMOS BARBOSA,1/18/03,23,Portugal,2333
PSBS BIAK,BRI SUPER LEAGUE 2025-26,george peter brown,6/4/99,27,Indonesia,740
PSBS BIAK,BRI SUPER LEAGUE 2025-26,HADI ARDIANSYAH,12/1/00,25,Indonesia,659
PSBS BIAK,BRI SUPER LEAGUE 2025-26,HERI SUSANTO,7/15/94,31,Indonesia,1991
PSBS BIAK,BRI SUPER LEAGUE 2025-26,ILHAM UDIN ARMAIYN,5/10/96,30,Indonesia,579
PSBS BIAK,BRI SUPER LEAGUE 2025-26,IQBAL HADI PERDANA,2/22/01,25,Indonesia,591
PSBS BIAK,BRI SUPER LEAGUE 2025-26,KEVIN ALEXANDER LOPEZ SALDARRIAGA,9/27/00,25,Colombia,616
PSBS BIAK,BRI SUPER LEAGUE 2025-26,LUCKY OCTAVIANTO,10/28/93,32,Indonesia,456
PSBS BIAK,BRI SUPER LEAGUE 2025-26,MOHCINE HASSAN NADER,9/30/94,31,Portugal,1534
PSBS BIAK,BRI SUPER LEAGUE 2025-26,MUHAMMAD ISA,9/4/94,31,Indonesia,74
PSBS BIAK,BRI SUPER LEAGUE 2025-26,MYEONGHYEON HWANG,11/14/01,24,Korea Republic,916
PSBS BIAK,BRI SUPER LEAGUE 2025-26,NELSON ALOM,10/27/90,35,Indonesia,1038
PSBS BIAK,BRI SUPER LEAGUE 2025-26,NURHIDAYAT HH,4/5/99,27,Indonesia,2220
PSBS BIAK,BRI SUPER LEAGUE 2025-26,PABLO ANDRADE PLAZA DA SILVA,2/15/94,32,Brasil,2691
PSBS BIAK,BRI SUPER LEAGUE 2025-26,PATRIAS RUMERE,2/9/88,38,Indonesia,225
PSBS BIAK,BRI SUPER LEAGUE 2025-26,RUYERY ALFONSO BLANCO YUS,12/7/98,27,Colombia,2013
PSBS BIAK,BRI SUPER LEAGUE 2025-26,SAMUEL VIKTOR GWIJANGGE,11/5/01,24,Indonesia,336
PSBS BIAK,BRI SUPER LEAGUE 2025-26,SANDRO SENE ANIBAL EMBALO,5/1/96,30,Portugal,2050
PSBS BIAK,BRI SUPER LEAGUE 2025-26,AHMAD NIBROOSUL ADLI,2/7/09,17,Indonesia,0
PSBS BIAK,BRI SUPER LEAGUE 2025-26,ALVINO RIZKY PUTRA SUMANTRI,10/18/08,17,Indonesia,0
PSBS BIAK,BRI SUPER LEAGUE 2025-26,BINTANG ANGKASA PUTRA NEGARA,7/19/08,17,Indonesia,0
PSBS BIAK,BRI SUPER LEAGUE 2025-26,EPSAN LIFINUS RUNESI,9/14/07,18,Indonesia,0
PSBS BIAK,BRI SUPER LEAGUE 2025-26,FAJAR GALIH UTOMO,6/26/07,18,Indonesia,0
PSBS BIAK,BRI SUPER LEAGUE 2025-26,FATHAN NABIL PRADIPTA,2/18/08,18,Indonesia,0
PSBS BIAK,BRI SUPER LEAGUE 2025-26,GAVIN GANENDRA MAHESWARA,9/22/08,17,Indonesia,0
PSBS BIAK,BRI SUPER LEAGUE 2025-26,GESANG CAHYANING RIZKI SUPARMAN,4/21/07,19,Indonesia,0
PSBS BIAK,BRI SUPER LEAGUE 2025-26,LEO ANDREAS MOSEY,2/7/07,19,Indonesia,0
PSBS BIAK,BRI SUPER LEAGUE 2025-26,MUHAMAD SYATHIR ALWANSYAH,11/13/06,19,Indonesia,0
PSBS BIAK,BRI SUPER LEAGUE 2025-26,MUHAMMAD FADLI SAPUTRA,6/27/07,18,Indonesia,0
PSBS BIAK,BRI SUPER LEAGUE 2025-26,MUHAMMAD ILHAM,10/23/08,17,Indonesia,0
PSBS BIAK,BRI SUPER LEAGUE 2025-26,MUHAMMAD IMAM BOCHARI MHOE,9/21/07,18,Indonesia,0
PSBS BIAK,BRI SUPER LEAGUE 2025-26,MUHAMMAD NAUFAL AL-GHANI,1/29/08,18,Indonesia,0
PSBS BIAK,BRI SUPER LEAGUE 2025-26,PASHA WICAKSONO SUSILO,9/9/07,18,Indonesia,2
PSBS BIAK,BRI SUPER LEAGUE 2025-26,RAHEL AJI SAPUTRA,3/29/06,20,Indonesia,45
PSBS BIAK,BRI SUPER LEAGUE 2025-26,RAISSA OKTAVIAN,10/7/08,17,Indonesia,100
PSBS BIAK,BRI SUPER LEAGUE 2025-26,RAYSHAL KEANU ZIDAN,11/29/07,18,Indonesia,0
PSBS BIAK,BRI SUPER LEAGUE 2025-26,WAFI NAUFAL RINALDI,5/3/08,18,Indonesia,0
PSBS BIAK,BRI SUPER LEAGUE 2025-26,ALFAN TRI SAKTI WARDYANSYAH,2/12/05,21,Indonesia,50
PSBS BIAK,BRI SUPER LEAGUE 2025-26,CLAUDIO BECKHAM DE OLIVEIRA,10/28/06,19,Indonesia,92
PSBS BIAK,BRI SUPER LEAGUE 2025-26,Damianus Adiman Putra,9/26/03,22,Indonesia,2295
PSBS BIAK,BRI SUPER LEAGUE 2025-26,IANS MORDEKHAI RUMBEWAS,2/22/07,19,Indonesia,63
PSBS BIAK,BRI SUPER LEAGUE 2025-26,MOSES ELIAS ALMENDO MADJAR,4/14/05,21,Indonesia,704
PSBS BIAK,BRI SUPER LEAGUE 2025-26,RAJA IMAM SIREGAR,7/7/04,21,Indonesia,620
PSBS BIAK,BRI SUPER LEAGUE 2025-26,SOLFANUS JUAN CARLOS MADJAR,1/9/04,22,Indonesia,90
PSBS BIAK,BRI SUPER LEAGUE 2025-26,THOBIAS PARVIDDYA JUNIOR SOLOSSA,8/31/06,19,Indonesia,369
PSBS BIAK,BRI SUPER LEAGUE 2025-26,URBANUS KEVIN LASOL,3/9/04,22,Indonesia,99
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,ANDY SETYO NUGROHO,9/16/97,28,Indonesia,287
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,ANTON QUINTEN OLIVIER FASE,2/6/00,26,Belanda,601
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,CORFE DERI ANTONY,3/3/98,28,England,1928
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,D. S. SHEVA MARESCA AMAVISCA,4/23/01,25,Indonesia,1364
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,DONNY WARMERDAM,1/2/02,24,Belanda,711
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,FAHREZA SUDIN,8/12/00,25,Indonesia,1468
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,FRANCO GASTON RAMOS MINGO,9/18/97,28,Italy,2682
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,GHULAM FATKUR RAHMAN,4/11/99,27,Indonesia,531
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,HARLAN SUARDI,1/26/99,27,Indonesia,90
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,IRFAN,5/20/01,25,Indonesia,222
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,JOHANNES DANIEL MARIA VAN DER AVERT,5/11/00,26,Belanda,1259
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,JOSE PEDRO MAGALHAES VALENTE,5/14/94,32,Portugal,2862
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,M. RENDRA TEDDY WIJANARKO,6/14/96,29,Indonesia,799
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,MUHAMMAD IQBAL,10/27/00,25,Indonesia,330
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,NERMIN HALJETA,6/7/97,28,Slovenia,2423
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,NORBERTO EZEQUIEL VIDAL,8/2/95,30,Argentina,2788
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,RAHMATSHOH RAHMATZODA,4/6/04,22,Tajikistan,1962
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,REVA ADI UTAMA,9/1/96,29,Indonesia,1483
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,RIO HARDIAWAN,12/29/96,29,Indonesia,649
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,RIYATNO ABIYOSO,1/18/99,27,Indonesia,1112
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,YUSAKU YAMADERA,8/4/97,28,Japan,2434
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,CAHYA SUPRIADI,2/11/03,23,Indonesia,2879
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,DEDE SAPARI,4/8/04,22,Indonesia,105
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,GILANG ARDHA PRADIPTA PURNAMA,3/14/06,20,Indonesia,0
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,KHAIRUL FIKRI MA’ARIF,2/24/03,23,Indonesia,90
PSIM YOGYAKARTA,BRI SUPER LEAGUE 2025-26,RAKA CAHYANA RIZKY,2/24/04,22,Indonesia,2438
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,ABDUL RAHMAN,8/1/01,24,Indonesia,251
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,AKBAR TANJUNG,5/16/93,33,Indonesia,1346
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,ALEX DE AGUIAR GOMES,4/14/94,32,Brasil,1890
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,ALOISIO SOARES NETO,8/16/97,28,Brasil,2699
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,ARFAN,1/22/96,30,Indonesia,585
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,DAISUKE SAKAI,1/18/97,29,Japan,1000
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,DUSAN LAGATOR,3/29/94,32,Montenegro,1015
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,GLEDSON PAIXAO DA SILVA,5/18/95,31,Brasil,1747
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,HILMAN SYAH,5/25/97,29,Indonesia,2159
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,JACQUES MEDINA TEMOPELE,2/2/98,28,Congo,1716
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,LUKA CUMIC,5/25/01,25,Serbia,499
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,M. REZA ARYA PRATAMA,5/18/00,26,Indonesia,900
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,MUH. RIZKY EKA PRATAMA,12/24/99,26,Indonesia,1680
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,MUHAMMAD DAFFA SALMAN ZAHRAN SIDIK,4/30/02,24,Indonesia,500
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,RASYID ASSAHID BAKRI,1/17/91,35,Indonesia,157
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,RESKY FANDI WITRIAWAN,9/6/99,26,Indonesia,564
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,RIFKY DWI SEPTIAWAN,2/3/02,24,Indonesia,430
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,SAVIO ROBERTO JULIAO FIGUEIREDO,4/30/96,30,Brasil,1662
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,SHERIDDIN BOBOEV,4/21/99,27,Tajikistan,766
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,SYAHRUL R LASINARI,12/24/99,26,Indonesia,1087
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,SYAIFUL,6/11/93,32,Indonesia,0
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,VICTOR LUIZ PRESTES FILHO,12/5/97,28,Brasil,2594
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,YURAN FERNANDES ROCHA LOPES,10/19/94,31,Portugal,2253
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,JAMIL AL RAHMAN,1/13/07,19,Indonesia,0
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,KAKA AMRULLAH RONALDO MESSI,11/7/07,18,Indonesia,45
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,KGPH.RK.POETRO NEGORO,10/4/07,18,Indonesia,0
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,MUH. FATHUR RAMADHANY,9/14/06,19,Indonesia,0
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,ACHMAT FAHRUL ADITIA,6/26/03,22,Indonesia,381
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,ANANDA RAEHAN ALIEF,12/17/03,22,Indonesia,1343
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,GALA PAGAMO,8/11/06,19,Indonesia,66
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,KAREL RIDZALD IEK,9/11/03,22,Indonesia,115
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,Muh. Ardiansyah,3/28/03,23,Indonesia,404
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,MUH. DZAKI ASRAF HUWAIDI,2/6/03,23,Indonesia,302
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,MUH. MUFLI HIDAYAT,8/7/05,20,Indonesia,1060
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,MUHAMMAD ARHAM DARMAWAN,6/20/06,19,Indonesia,62
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,RICKY PRATAMA,5/6/03,23,Indonesia,461
PSM MAKASSAR,BRI SUPER LEAGUE 2025-26,VICTOR JONSON BENJAMIN DETHAN,7/11/04,21,Indonesia,1212
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,ACHMAD IQBAL BACHTIAR,5/2/98,28,Indonesia,90
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,ALHASSAN WAKASO,1/7/92,34,Portugal,1921
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,ANGELO RAFAEL TEIXEIRA ALPOIM MENESES,7/3/93,32,Portugal,2610
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,ARTHUR AUGUSTO DA SILVA,8/29/99,26,Brasil,1876
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,ASYRAQ GUFRAN RACHMADHAN,2/9/96,30,Indonesia,832
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,BOUBAKARY DIARRA,8/30/93,32,France,943
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,DIEGO MAURICIO MACHADO DE BRITO,6/25/91,34,Brasil,596
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,DIMAS RONI SAPUTRA,9/15/96,29,Indonesia,19
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,GUILLERMO FERNANDEZ HIERRO,5/23/93,33,Spain,1260
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,IRSYAD MAULANA,9/27/93,32,Indonesia,874
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,JAIME ANDRES GIRALDO OCAMPO,2/8/98,28,Colombia,1129
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,KAZAKI NAKAGAWA,7/3/95,30,Japan,578
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,KIANZ GONZALEZ FROESE,4/16/96,30,Kanada,1241
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,Maicon De Souza Da Silva,3/16/96,30,Brasil,1115
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,MUHAMAD KASIM BOTAN,4/14/97,29,Indonesia,867
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,RAVY DIEULERICHE PASCAL TSOUKA DOZI,12/23/94,31,France,1135
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,RENDY OSCARIO,10/7/98,27,Indonesia,1094
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,RICKI ARIANSYAH,6/10/97,28,Indonesia,1380
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,RIPAL WAHYUDI,10/10/00,25,Indonesia,1830
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,ROSAD SETIAWAN,8/9/96,29,Indonesia,922
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,SAMUEL CHRISTIANSON SIMANJUNTAK,7/31/99,26,Indonesia,1303
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,TEGUH AMIRUDDIN,8/13/93,32,Indonesia,0
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,ZIDANE PRAMUDYA AFANDI,2/25/02,24,Indonesia,804
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,ADITYA SENTOSA,2/6/06,20,Indonesia,19
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,GHIFARI AZHHARI,9/15/07,18,Indonesia,34
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,M. SYAIFUL ASRI,2/1/06,20,Indonesia,0
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,ADE KRISTIANO,10/11/03,22,Indonesia,550
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,ARMANDO OBET OROPA,8/31/03,22,Indonesia,657
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,Ferdiansyah,7/15/03,22,Indonesia,126
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,FIRMAN JULIANSYAH,7/7/03,22,Indonesia,1490
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,MUHAMMAD FAREL PUTRA WARDANI,8/16/07,18,Indonesia,0
SEMEN PADANG FC,BRI SUPER LEAGUE 2025-26,WAHYU AGONG DRAJAT MULYONO,4/29/04,22,Indonesia,10
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,ABDILLAH SHAFA ANDHIKA,5/2/00,26,Indonesia,643
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,ABDUL KADIR JAILANI TOYO,12/22/02,23,Indonesia,301
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,ADILSON GANCHO DA SILVA,7/30/97,28,Portugal,2271
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,ANDREAS CHRISMANTO,3/15/97,29,Indonesia,113
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,ARDI RAMDANI,12/28/97,28,Indonesia,2378
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,ARIF SATRIA,9/17/95,30,Indonesia,1226
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,BRAYEN PONDAAG,12/17/01,24,Indonesia,2234
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,Bufon Dwi Sugandi,12/28/02,23,Indonesia,10
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,CHAIRIL ZUL AZHAR,3/19/99,27,Indonesia,350
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,CHRYSTNA BHAGASCARA,6/22/98,27,Indonesia,600
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,DEDI HARTONO,11/12/87,38,Indonesia,673
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,GALUH ARYANATA,3/1/02,24,Indonesia,2027
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,HARLI CAHYA FIRDAUS RAMADHANI,2/2/01,25,Indonesia,123
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,HASIM KIPUW,5/9/88,38,Indonesia,809
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,JEFRI WIBOWO SULIARNO,1/31/99,27,Indonesia,1464
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,M FAYRUSHI,8/13/98,27,Indonesia,1975
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,MAKAN konate,11/10/91,34,Mali,2048
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,MIFTAHUL HAMDI,12/13/95,30,Indonesia,1683
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,Mohammad Rafli Ariyanto,5/17/01,25,Indonesia,744
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD DIAZ PRIAMBODO,5/11/99,27,Indonesia,696
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD DWI RAFI ANGGA,10/19/96,29,Indonesia,168
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,RAHMAD DANDY SONRIZA,11/12/02,23,Indonesia,1611
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,RAMIRO EZEQUIEL FERGONZI,5/14/89,37,Italy,901
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,RANGGA WIDIANSYAH,4/24/02,24,Indonesia,1076
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,SEHABUDIN AHMAD,10/8/93,32,Indonesia,454
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,FARIK RIZQI,5/4/09,17,Indonesia,0
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,MIRAJ RIZKY SULAEMAN,7/30/09,16,Indonesia,0
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,AARON YEKTI,6/17/05,20,Indonesia,774
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,FARDAN ARY SETYAWAN,2/9/09,17,Indonesia,0
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMAD AL GAZANI DWI SUGANDI,1/6/08,18,Indonesia,47
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,Muhamad Bintang Marwah,4/22/07,19,Indonesia,0
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,Razan Syifa Nur Akbar,2/24/05,21,Indonesia,381
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,ROY SANDY,4/5/05,21,Indonesia,627
ADHYAKSA FC BANTEN,PEGADAIAN CHAMPIONSHIP 2025-26,SATRIO MEGA INSAN,5/7/06,20,Indonesia,870
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,ACHMAD FIGO RAMADANI,12/25/01,24,Indonesia,154
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,AHMAD,8/14/05,20,Indonesia,0
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,AHMAD WAHYUDI,8/24/01,24,Indonesia,5
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,FAIZAL RAHMAD AGUNG MAULANA,4/20/04,22,Indonesia,0
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,FLABIOLA SOARES,2/2/99,27,Indonesia,480
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,GIOFANI,8/23/98,27,Indonesia,594
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,HAMZAH TITOFANI RIVALDI,8/10/02,23,Indonesia,1542
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,HARIONO,10/2/85,40,Indonesia,159
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,JANUARIUS TOA MEKA,1/3/00,26,Indonesia,270
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,MARSEL YUSUF USEMAHU,7/23/97,28,Indonesia,1626
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,MARTINUS NOVIANTO ARDHI,11/4/95,30,Indonesia,74
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,MOCHAMAD SHULTON FAJAR,2/4/94,32,Indonesia,1233
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD AMAR FADZILLAH,2/8/02,24,Indonesia,1565
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD IDRIS,12/13/98,27,Indonesia,2119
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD IRMAN,5/21/99,27,Indonesia,547
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD RAFLI,11/24/98,27,Indonesia,299
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,Neville Mbanwei Tengeg,10/9/99,26,Cameroon,2222
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,PANGGIH PRIO SEMBODHO,3/3/98,28,Indonesia,2070
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,PATRICK ALFREDO WOMSIWOR,5/26/01,25,Indonesia,83
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,REZA WILI SAPUTRA,3/10/00,26,Indonesia,29
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,RIAN ALMEIDA LOPES,3/26/01,25,Brasil,1560
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,RP WISAL EL -BURJI,4/23/98,28,Indonesia,1486
